Algorithm,Imputer,Imbalance,Metric,Score,Set,MainMetric
GradientBoosting,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Kappa,92.11,Test,Kappa
Bagging,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Kappa,92.11,Test,Kappa
XGBoost,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Kappa,92.15,Test,Kappa
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Kappa,95.34,Test,Kappa
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Kappa,94.13,Test,Kappa
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Kappa,81.83,Test,Kappa
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Kappa,91.72,Test,Kappa
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Kappa,94.49,Test,Kappa
RandomForest,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Kappa,94.83,Test,Kappa
GradientBoosting,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Kappa,96.04,Test,Kappa
Bagging,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Kappa,95.0,Test,Kappa
XGBoost,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Kappa,95.0,Test,Kappa
LogisticRegression,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Kappa,92.53,Test,Kappa
DecisionTree,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Kappa,91.89,Test,Kappa
NaiveBayes,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Kappa,85.69,Test,Kappa
KNN,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Kappa,89.21,Test,Kappa
SVM,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Kappa,92.85,Test,Kappa
RandomForest,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Kappa,92.86,Test,Kappa
GradientBoosting,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Kappa,92.39,Test,Kappa
Bagging,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Kappa,93.14,Test,Kappa
XGBoost,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Kappa,92.53,Test,Kappa
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Recall,97.83,Test,Recall
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Recall,97.6,Test,Recall
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Recall,90.23,Test,Recall
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Recall,98.06,Test,Recall
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Recall,98.86,Test,Recall
RandomForest,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Recall,98.34,Test,Recall
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Recall,97.66,Test,Recall
Bagging,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Recall,97.94,Test,Recall
XGBoost,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Recall,98.46,Test,Recall
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Recall,97.77,Test,Recall
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Recall,97.32,Test,Recall
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Recall,91.15,Test,Recall
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Recall,97.89,Test,Recall
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Recall,98.4,Test,Recall
RandomForest,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Recall,98.46,Test,Recall
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Recall,97.94,Test,Recall
Bagging,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Recall,97.77,Test,Recall
XGBoost,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Recall,98.46,Test,Recall
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Recall,92.27,Test,Recall
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Recall,90.62,Test,Recall
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Recall,88.16,Test,Recall
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Recall,87.17,Test,Recall
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Recall,92.27,Test,Recall
RandomForest,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Recall,92.27,Test,Recall
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Recall,92.6,Test,Recall
Bagging,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Recall,91.78,Test,Recall
XGBoost,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Recall,93.26,Test,Recall
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Recall,98.75,Test,Recall
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Recall,98.04,Test,Recall
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Recall,87.32,Test,Recall
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Recall,97.32,Test,Recall
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Recall,99.64,Test,Recall
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Recall,99.64,Test,Recall
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Recall,99.29,Test,Recall
Bagging,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Recall,98.93,Test,Recall
XGBoost,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Recall,98.75,Test,Recall
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Recall,97.78,Test,Recall
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Recall,94.03,Test,Recall
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Recall,88.74,Test,Recall
KNN,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Recall,93.34,Test,Recall
SVM,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Recall,98.29,Test,Recall
RandomForest,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Recall,97.95,Test,Recall
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Recall,97.27,Test,Recall
Bagging,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Recall,95.9,Test,Recall
XGBoost,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Recall,97.44,Test,Recall
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Recall,97.43,Test,Recall
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Recall,97.6,Test,Recall
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Recall,90.46,Test,Recall
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Recall,97.89,Test,Recall
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Recall,98.46,Test,Recall
RandomForest,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Recall,98.4,Test,Recall
GradientBoosting,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Recall,97.83,Test,Recall
Bagging,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Recall,97.77,Test,Recall
XGBoost,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Recall,98.57,Test,Recall
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Recall,97.72,Test,Recall
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Recall,97.6,Test,Recall
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Recall,91.43,Test,Recall
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Recall,98.06,Test,Recall
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Recall,98.57,Test,Recall
RandomForest,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Recall,98.46,Test,Recall
GradientBoosting,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Recall,97.83,Test,Recall
Bagging,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Recall,97.83,Test,Recall
XGBoost,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Recall,98.46,Test,Recall
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Recall,92.11,Test,Recall
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Recall,89.97,Test,Recall
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Recall,88.16,Test,Recall
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Recall,88.65,Test,Recall
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Recall,92.43,Test,Recall
RandomForest,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Recall,93.09,Test,Recall
GradientBoosting,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Recall,92.43,Test,Recall
Bagging,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Recall,92.27,Test,Recall
XGBoost,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Recall,93.09,Test,Recall
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Recall,98.57,Test,Recall
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Recall,97.14,Test,Recall
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Recall,87.32,Test,Recall
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Recall,96.43,Test,Recall
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Recall,100.0,Test,Recall
RandomForest,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Recall,100.0,Test,Recall
GradientBoosting,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Recall,100.0,Test,Recall
Bagging,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Recall,98.93,Test,Recall
XGBoost,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Recall,99.46,Test,Recall
LogisticRegression,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Recall,97.54,Test,Recall
DecisionTree,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Recall,96.13,Test,Recall
NaiveBayes,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Recall,89.08,Test,Recall
KNN,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Recall,93.66,Test,Recall
SVM,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Recall,98.42,Test,Recall
RandomForest,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Recall,98.59,Test,Recall
GradientBoosting,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Recall,98.42,Test,Recall
Bagging,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Recall,97.18,Test,Recall
XGBoost,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Recall,97.71,Test,Recall
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Precision,97.44,Test,Precision
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Precision,97.05,Test,Precision
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Precision,96.22,Test,Precision
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Precision,95.44,Test,Precision
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Precision,96.6,Test,Precision
RandomForest,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Precision,97.9,Test,Precision
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Precision,98.33,Test,Precision
Bagging,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Precision,98.06,Test,Precision
XGBoost,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Precision,97.68,Test,Precision
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Precision,97.77,Test,Precision
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Precision,97.09,Test,Precision
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Precision,96.44,Test,Precision
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Precision,96.45,Test,Precision
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Precision,97.07,Test,Precision
RandomForest,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Precision,97.84,Test,Precision
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Precision,98.39,Test,Precision
Bagging,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Precision,97.77,Test,Precision
XGBoost,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Precision,97.73,Test,Precision
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Precision,96.06,Test,Precision
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Precision,93.23,Test,Precision
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Precision,91.0,Test,Precision
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Precision,96.36,Test,Precision
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Precision,95.9,Test,Precision
RandomForest,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Precision,96.56,Test,Precision
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Precision,95.91,Test,Precision
Bagging,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Precision,95.71,Test,Precision
XGBoost,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Precision,95.94,Test,Precision
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Precision,97.7,Test,Precision
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Precision,97.69,Test,Precision
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Precision,96.83,Test,Precision
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Precision,96.98,Test,Precision
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Precision,97.38,Test,Precision
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Precision,97.04,Test,Precision
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Precision,97.54,Test,Precision
Bagging,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Precision,97.88,Test,Precision
XGBoost,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Precision,98.05,Test,Precision
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Precision,96.95,Test,Precision
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Precision,96.67,Test,Precision
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Precision,96.47,Test,Precision
KNN,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Precision,95.8,Test,Precision
SVM,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Precision,96.48,Test,Precision
RandomForest,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Precision,96.47,Test,Precision
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Precision,96.77,Test,Precision
Bagging,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Precision,96.9,Test,Precision
XGBoost,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Precision,95.81,Test,Precision
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Precision,97.54,Test,Precision
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Precision,96.88,Test,Precision
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Precision,96.23,Test,Precision
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Precision,95.7,Test,Precision
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Precision,97.02,Test,Precision
RandomForest,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Precision,98.12,Test,Precision
GradientBoosting,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Precision,98.34,Test,Precision
Bagging,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Precision,97.94,Test,Precision
XGBoost,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Precision,97.57,Test,Precision
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Precision,97.88,Test,Precision
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Precision,97.27,Test,Precision
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Precision,96.39,Test,Precision
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Precision,96.03,Test,Precision
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Precision,97.4,Test,Precision
RandomForest,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Precision,98.12,Test,Precision
GradientBoosting,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Precision,98.34,Test,Precision
Bagging,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Precision,97.77,Test,Precision
XGBoost,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Precision,97.62,Test,Precision
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Precision,96.05,Test,Precision
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Precision,92.87,Test,Precision
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Precision,91.0,Test,Precision
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Precision,96.42,Test,Precision
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Precision,96.23,Test,Precision
RandomForest,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Precision,96.42,Test,Precision
GradientBoosting,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Precision,95.9,Test,Precision
Bagging,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Precision,96.06,Test,Precision
XGBoost,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Precision,95.29,Test,Precision
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Precision,96.67,Test,Precision
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Precision,96.8,Test,Precision
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Precision,93.5,Test,Precision
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Precision,95.07,Test,Precision
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Precision,94.59,Test,Precision
RandomForest,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Precision,94.92,Test,Precision
GradientBoosting,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Precision,96.05,Test,Precision
Bagging,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Precision,96.01,Test,Precision
XGBoost,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Precision,95.54,Test,Precision
LogisticRegression,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Precision,94.22,Test,Precision
DecisionTree,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Precision,94.79,Test,Precision
NaiveBayes,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Precision,94.58,Test,Precision
KNN,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Precision,94.16,Test,Precision
SVM,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Precision,93.79,Test,Precision
RandomForest,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Precision,93.65,Test,Precision
GradientBoosting,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Precision,93.32,Test,Precision
Bagging,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Precision,95.17,Test,Precision
XGBoost,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Precision,94.07,Test,Precision
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-AUC,97.62,Test,AUC
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-AUC,97.31,Test,AUC
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-AUC,93.34,Test,AUC
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-AUC,96.67,Test,AUC
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-AUC,97.68,Test,AUC
RandomForest,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-AUC,98.11,Test,AUC
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-AUC,98.0,Test,AUC
Bagging,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-AUC,98.0,Test,AUC
XGBoost,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-AUC,98.05,Test,AUC
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-AUC,97.77,Test,AUC
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-AUC,97.19,Test,AUC
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-AUC,93.88,Test,AUC
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-AUC,97.13,Test,AUC
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-AUC,97.71,Test,AUC
RandomForest,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-AUC,98.14,Test,AUC
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-AUC,98.17,Test,AUC
Bagging,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-AUC,97.77,Test,AUC
XGBoost,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-AUC,98.08,Test,AUC
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-AUC,95.47,Test,AUC
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-AUC,94.15,Test,AUC
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-AUC,92.54,Test,AUC
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-AUC,93.0,Test,AUC
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-AUC,95.44,Test,AUC
RandomForest,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-AUC,95.55,Test,AUC
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-AUC,95.6,Test,AUC
Bagging,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-AUC,95.16,Test,AUC
XGBoost,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-AUC,95.93,Test,AUC
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-AUC,98.29,Test,AUC
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-AUC,97.93,Test,AUC
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-AUC,92.33,Test,AUC
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-AUC,97.24,Test,AUC
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-AUC,98.57,Test,AUC
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-AUC,98.4,Test,AUC
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-AUC,98.48,Test,AUC
Bagging,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-AUC,98.46,Test,AUC
XGBoost,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-AUC,98.46,Test,AUC
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-AUC,97.65,Test,AUC
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-AUC,95.7,Test,AUC
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-AUC,93.06,Test,AUC
KNN,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-AUC,95.02,Test,AUC
SVM,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-AUC,97.7,Test,AUC
RandomForest,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-AUC,97.53,Test,AUC
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-AUC,97.32,Test,AUC
Bagging,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-AUC,96.71,Test,AUC
XGBoost,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-AUC,97.0,Test,AUC
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Test-AUC,97.48,Test,AUC
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Test-AUC,97.22,Test,AUC
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Test-AUC,93.45,Test,AUC
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Test-AUC,96.73,Test,AUC
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Test-AUC,97.71,Test,AUC
RandomForest,KNNImptuer__SimpleImputer_mode,SMOTE,Test-AUC,98.25,Test,AUC
GradientBoosting,KNNImptuer__SimpleImputer_mode,SMOTE,Test-AUC,98.08,Test,AUC
Bagging,KNNImptuer__SimpleImputer_mode,SMOTE,Test-AUC,97.85,Test,AUC
XGBoost,KNNImptuer__SimpleImputer_mode,SMOTE,Test-AUC,98.05,Test,AUC
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-AUC,97.8,Test,AUC
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-AUC,97.42,Test,AUC
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-AUC,93.99,Test,AUC
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-AUC,96.99,Test,AUC
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-AUC,97.97,Test,AUC
RandomForest,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-AUC,98.28,Test,AUC
GradientBoosting,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-AUC,98.08,Test,AUC
Bagging,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-AUC,97.79,Test,AUC
XGBoost,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-AUC,98.02,Test,AUC
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Test-AUC,95.38,Test,AUC
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Test-AUC,93.76,Test,AUC
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Test-AUC,92.54,Test,AUC
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Test-AUC,93.74,Test,AUC
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Test-AUC,95.58,Test,AUC
RandomForest,KNNImptuer__SimpleImputer_mode,OriginalData,Test-AUC,95.93,Test,AUC
